year,city,population,percent_count_Age,number_of_high_schools,number_of_bachelor_graduates_in_percent,number_of_high_school_graduates_in_percent,number_of_high_school_students,number_of_high_school_graduates_with_potential_in_percent,Registration_for_higher_education_within_8_years_in_percent,number_of_students_in_percent,number_of_self_employees,number_of_employees,employees_average_monthly_wage,employees_average_monthly_wage_change_in_percent,self_employees_average_monthly_wage
2018,רעננה,73999.0,35.93,13,42.6,86.38,3546,82.51,62.10,3.6,4664.0,34939.0,13080.3,0.61,12469.6
2018,שבלי - אום אל-גנם,5995.0,45.18,1,9.5,53.1,359,37.93,-,2.3,229.0,2574.0,6768.82,2.3,9767.79
2018,שגב-שלום,10362.0,44.769999999999996,3,6.0,42.47,1357,29.03,13.70,1.2,90.0,3084.0,5716.08,4.78,8802.54
2018,שדרות,26455.0,44.31,4,14.9,77.95,696,64.29,32.80,4.0,817.0,14188.0,8180.02,4.16,10607.21
2018,שוהם,20990.0,40.6,2,57.2,93.66,1288,89.16,75.70,5.8,1011.0,11367.0,15412.68,0.73,14639.65
2018,שלומי,6350.0,39.629999999999995,1,14.0,72.22,116,60.19,-,2.4,262.0,3466.0,9398.34,4.47,12094.64
2018,שעב,6941.0,48.79,1,8.9,45.83,346,40.97,-,2.7,,,,,
2018,שפרעם,41559.0,46.519999999999996,9,9.9,58.88,2206,48.36,29.10,2.4,1395.0,18038.0,6911.34,2.31,9211.76
2018,תל אביב -יפו,451522.0,46.71,65,42.2,72.65,12614,65.9,50.30,4.9,31581.0,242777.0,12273.3,4.91,12230.61
2018,תל מונד,12862.0,39.19,1,51.7,90.22,796,86.96,57.20,3.5,819.0,6363.0,14684.63,0.35,14190.86
2018,תל שבע,20203.0,44.29,5,6.4,44.22,1236,23.13,21.30,1.4,184.0,5146.0,5429.05,2.04,12375.35
2017,אבו גוש,7300.0,37.21,3,10.0,45.50,320,27.70,35.20,3.7,133.0,3131.0,7054.72,6.82,8772.3
2017,אבו סנאן,13700.0,37.379999999999995,3,11.0,67.60,616,51.70,25.10,2.2,477.0,5343.0,6688.53,7.21,8121.12
2017,אבן יהודה,13700.0,27.549999999999997,4,53.8,83.60,1274,79.80,57.30,3.2,711.0,6131.0,14368.2,5.8,13007.42
2017,אום אל-פחם,54200.0,40.19,12,7.3,60,3778,43.60,25.40,1.8,1655.0,19324.0,5650.87,5.2,8745.47
2017,אופקים,27800.0,32.63,10,9.6,46.20,1440,32.80,25.20,1.9,257.0,3229.0,9677.47,4.25,10588.17
2017,אור יהודה,36700.0,28.759999999999998,7,12.0,64.70,1103,46.70,36.30,2.1,1440.0,17225.0,8305.45,5.47,10347.23
2017,אור עקיבא,17800.0,26.240000000000002,5,11.6,74.90,806,55.20,33.20,1.9,649.0,9453.0,7862.59,6.87,8921.68
2017,אורנית,8700.0,30.13,..,45.8,87.40,308,81.10,61,3.8,481.0,4443.0,13479.64,5.69,12211.06
2017,אזור,12700.0,24.88,..,19.9,69.40,0,55.20,43.80,2.7,600.0,5932.0,9579.82,4.73,12182.24
2017,אילת,50700.0,29.55,7,10.2,67.70,1881,59.70,34.60,2.2,2091.0,31478.0,8236.25,6.67,11438.42
2017,אכסאל,14200.0,39.89,5,11.8,47.20,968,36.50,32.70,2.1,624.0,5350.0,6694.91,5.76,10519.37
2017,אליכין,3500.0,30.69,..,25.7,72.30,0,58.50,..,3.4,214.0,4576.0,12473.46,4.7,14547.28
2017,אלעד,46900.0,38.43,28,10.7,28.50,3269,15.20,16.70,1.0,951.0,12946.0,6566.99,5.38,7638.76
2017,אלפי מנשה,7800.0,29.549999999999997,..,34.6,74.60,0,69.60,..,3.0,406.0,3940.0,12452.47,5.25,11330.75
2017,אלקנה,3900.0,33.15,..,66.2,90.90,374,90.90,..,9.6,103.0,1708.0,11939.51,6.86,13456.77
2017,אעבלין,13000.0,37.519999999999996,4,11.4,65,1392,62.40,44.20,2.6,447.0,5387.0,6474.24,5.03,7867.86
2017,אפרת,9100.0,37.0,3,43.6,85.40,648,83.10,76.80,6.2,316.0,4529.0,10484.86,5.52,13999.52
2017,אריאל,19600.0,32.7,..,20.9,77.60,488,63.70,38,11.1,534.0,10181.0,9010.14,5.32,9385.55
2017,אשדוד,222900.0,28.869999999999997,51,13.4,57,11662,50,38.20,2.2,5667.0,101717.0,8563.71,5.93,9718.46
2017,אשקלון,137900.0,26.25,21,17.2,73,5123,61.40,45.90,2.5,3884.0,67187.0,8239.31,7.57,9493.29
2017,באקה אל-גרביה,29000.0,38.709999999999994,6,11.1,67.60,1981,51.40,41.20,2.7,1033.0,11495.0,6707.76,4.58,9120.76
2017,באר יעקב,22900.0,24.939999999999998,4,31.0,69.60,1086,54.30,26.40,2.0,954.0,11662.0,11568.5,7.57,12349.76
2017,באר שבע,207600.0,27.54,31,19.3,73.90,8179,58,38,3.6,4058.0,98277.0,8931.66,6.79,10086.02
2017,בועיינה-נוג'ידאת,9500.0,40.27,..,9.6,66.70,642,52.70,31.30,2.6,212.0,3884.0,5903.76,8.04,9071.08
2017,בוקעאתא,6500.0,35.75,..,5.2,80.20,230,62.40,26,1.9,282.0,2426.0,5690.18,7.06,7239.43
2017,ביר אל-מכסור,9100.0,38.2,..,6.4,39.50,540,31.50,13.90,1.5,169.0,3742.0,6143.43,6.94,8886.76
2017,בית אל,6100.0,48.58,4,44.2,83.30,933,72.50,67.20,6.3,98.0,2355.0,7561.2,6.78,8854.4
2017,בית אריה,5000.0,31.439999999999998,..,28.0,77.90,0,67.40,..,3.0,241.0,2577.0,11185.4,5.0,11815.31
2017,בית ג'ן,11700.0,36.68,..,14.9,92.40,619,76.30,34,3.1,336.0,5315.0,7199.42,13.36,6338.33
2017,בית דגן,7100.0,31.83,..,23.9,78.70,0,64,34.30,2.9,313.0,3329.0,10432.1,6.01,11234.09
2017,בית שאן,17700.0,31.93,5,11.7,66.80,722,51.10,36.70,2.3,440.0,9464.0,7533.84,7.5,9964.66
2017,בית שמש,114400.0,36.47,50,10.1,37.20,6325,30.20,32.90,1.6,2174.0,34157.0,7028.71,4.98,8789.87
2017,ביתר עילית,54600.0,38.03,36,4.9,9.80,3913,4.60,17.70,1.1,808.0,14287.0,5128.2,7.07,6918.14
2017,בני ברק,193800.0,37.47,103,6.3,6.40,16749,5.10,9.80,0.8,2792.0,56214.0,6036.72,5.86,8289.76
2017,"בני עי""ש",7000.0,25.61,..,10.6,75,0,61.40,..,2.6,174.0,3712.0,8040.73,6.43,7643.93
2017,בנימינה-גבעת עדה*,15600.0,29.65,..,58.4,81.30,773,77.90,55.50,3.2,744.0,6609.0,14087.97,3.75,13228.17
2017,"בסמ""ה",9500.0,40.69,..,10.9,61.10,685,43.10,27.80,2.4,282.0,3894.0,5978.88,3.6,8089.42
2017,בסמת טבעון,7700.0,38.66,..,7.7,53.90,336,39,..,2.0,204.0,3263.0,6230.03,5.48,8597.59
2017,בענה,8100.0,39.58,..,7.3,69.20,676,52.90,25.70,2.6,244.0,3348.0,5315.78,6.13,8176.74
2017,בת ים,128700.0,21.32,17,8.9,74.30,3604,58.90,36.50,1.5,4071.0,64073.0,7562.0,5.34,9088.13
2017,גבעת זאב,17300.0,32.01,..,22.4,54,5,46.40,50.80,3.4,577.0,7350.0,8820.84,3.18,9923.12
2017,גבעת שמואל,25800.0,29.740000000000002,..,56.8,87.80,627,83.10,72.10,5.6,871.0,11381.0,13114.45,4.54,15110.33
2017,גבעתיים,59500.0,21.15,5,52.2,91.60,2445,85.80,63.10,4.2,2677.0,28422.0,13133.41,5.41,13671.63
2017,ג'דיידה-מכר,20600.0,38.769999999999996,4,8.5,57.70,1105,44.70,44.50,2.2,577.0,8742.0,5971.63,5.27,9484.02
2017,גדרה,27500.0,31.450000000000003,6,40.4,88.80,1640,75.10,67.50,2.9,828.0,11846.0,11791.2,5.74,12386.06
2017,ג'ולס,6300.0,36.93,..,17.3,59.80,322,51.80,..,3.8,136.0,2975.0,8042.58,10.69,5962.6
2017,ג'לג'וליה,9800.0,39.92,..,9.0,72.90,503,63.90,23.80,2.6,329.0,3891.0,5483.67,5.43,7795.44
2017,גן יבנה,23500.0,34.81,3,30.3,82.70,1180,74.90,48.90,3.6,862.0,11550.0,11437.08,4.67,11771.24
2017,גני תקווה,18200.0,24.8,..,51.1,79.90,218,75,65.80,3.2,780.0,8671.0,14354.2,4.48,15606.89
2017,ג'סר א-זרקא,14400.0,40.269999999999996,..,1.9,39.30,728,23.40,7.60,0.7,109.0,6093.0,5491.9,7.97,7799.0
2017,ג'ש (גוש חלב),3100.0,31.53,..,23.5,64.30,169,59.50,..,3.5,187.0,1477.0,8482.25,5.29,10826.14
2017,ג'ת,11600.0,38.44,..,20.8,75.40,592,65.10,..,4.5,495.0,5104.0,7726.84,5.83,8162.79
2017,דאלית אל-כרמל,17200.0,32.89,..,13.2,71.70,555,64.90,25.10,3.2,755.0,7631.0,7730.35,9.31,7686.85
2017,דבורייה,10200.0,37.92,..,14.3,66.70,640,60.50,37.90,3.1,412.0,4089.0,6716.75,2.64,9324.34
2017,דייר אל-אסד,12100.0,39.28,..,12.0,81.40,536,71.90,30.60,2.8,374.0,5074.0,6899.07,7.7,9865.84
2017,דייר חנא,10100.0,37.339999999999996,..,13.7,88.80,497,81.20,32.40,2.9,309.0,4505.0,6457.86,4.67,8330.43
2017,דימונה,33700.0,30.29,10,10.1,68.50,1691,58.60,32.30,2.0,619.0,17380.0,9212.31,6.71,9296.34
2017,הוד השרון,61100.0,25.869999999999997,6,51.9,84.70,2661,81.40,59,3.3,2876.0,29146.0,14004.92,5.09,13306.73
2017,הר אדר,4100.0,32.56,..,57.5,92.70,0,91.50,..,5.1,165.0,1992.0,15096.73,2.92,17673.25
2017,הרצלייה,94000.0,23.229999999999997,10,41.7,81.90,3398,75.10,57.10,3.5,4262.0,43884.0,12333.64,5.45,12870.13
2017,זכרון יעקב,23000.0,31.659999999999997,6,50.7,80.60,1486,74.80,49.20,3.8,1017.0,10150.0,13898.9,4.35,11569.95
2017,זמר,6800.0,36.870000000000005,..,11.4,61.80,638,52,27.50,2.6,299.0,2859.0,6818.34,4.6,7668.81
2017,זרזיר,7800.0,39.64,..,8.4,55.30,424,42.10,16.30,1.9,145.0,3259.0,6153.73,10.55,10325.95
2017,חדרה,94000.0,26.439999999999998,19,20.1,66.70,3776,52.20,33,2.3,3264.0,46781.0,8986.63,6.08,9557.19
2017,חולון,192600.0,24.18,22,19.9,76.50,6170,64.30,43.90,2.4,7256.0,90822.0,9425.2,5.07,10847.01
2017,חורה,20800.0,42.160000000000004,7,9.5,67.80,1735,50.30,27.70,1.9,186.0,4143.0,6112.06,6.66,8246.45
2017,חורפיש,6200.0,36.83,..,20.0,90.60,350,74.20,..,4.2,235.0,2723.0,8112.14,12.77,6438.0
2017,חיפה,281100.0,24.85,47,31.9,71.60,12176,62.80,51.70,4.8,7775.0,128684.0,10136.09,4.82,11178.78
2017,חצור הגלילית,9100.0,33.22,4,12.0,49.30,850,34.30,30.50,2.6,257.0,4414.0,7340.72,8.95,8458.82
2017,חריש,3600.0,19.37,..,31.9,..,0,..,..,2.0,280.0,3863.0,8703.01,-1.14,8552.89
2017,טבריה,43700.0,29.92,15,8.6,60.50,2573,43.40,32.90,2.0,1167.0,20002.0,6688.11,7.71,8220.74
2017,טובא-זנגרייה,6500.0,38.22,..,5.7,46.60,265,35.10,..,1.4,131.0,2997.0,5939.42,6.08,10161.43
2017,טורעאן,13700.0,39.290000000000006,..,13.2,72.40,596,62.60,33.20,3.0,578.0,5437.0,6087.52,5.84,11887.34
2017,טייבה,42400.0,38.4,3,11.9,71.60,2488,52.90,27.80,2.8,1536.0,17035.0,6219.88,6.15,8043.29
2017,טירה,25700.0,36.97,7,14.6,55.70,1503,43,28.80,3.0,1178.0,11180.0,6763.1,6.33,8216.15
2017,טירת כרמל,21300.0,25.68,3,12.2,72.10,568,53.80,38.60,2.5,572.0,11079.0,8295.83,8.86,8978.43
2017,טמרה,33400.0,38.6,9,10.0,63.70,2211,49.30,32.40,2.9,952.0,13453.0,5887.57,7.46,9410.0
2017,יאנוח-ג'ת,6500.0,38.3,..,14.8,64.60,308,45.10,23,2.9,169.0,2916.0,7604.63,9.75,6970.95
2017,יבנאל,4300.0,32.66,..,14.9,43.90,121,17.10,..,1.9,141.0,1374.0,6530.6,7.19,7726.23
2017,יבנה,45500.0,25.47,8,26.2,81.80,1364,65.80,50.30,2.9,1583.0,22948.0,10119.55,6.05,11503.19
2017,יהוד,29700.0,26.92,3,33.3,78.50,1805,68.70,56,3.1,1226.0,14735.0,11540.21,4.12,12616.37
2017,יסוד המעלה,1700.0,30.0,..,44.4,..,0,..,..,3.9,132.0,2471.0,10495.93,8.89,14875.28
2017,יפיע,18700.0,37.75,4,10.4,70,1006,60.30,35.40,2.9,611.0,7575.0,6124.97,4.9,8848.24
2017,יקנעם עילית,22700.0,29.43,..,35.8,77.70,765,68.50,42.50,2.9,551.0,11939.0,11484.84,4.89,11311.08
2017,ירוחם,9500.0,33.260000000000005,3,18.0,61.40,466,51,34.60,3.1,144.0,4627.0,8341.6,8.19,10558.13
2017,ירושלים,901300.0,35.89,338,14.7,35.40,55922,30.60,24.80,2.6,19705.0,289914.0,7529.44,4.67,9266.77
2017,ירכא,16700.0,38.58,7,11.3,81.30,1151,45.80,28.90,2.8,577.0,6093.0,6977.41,9.44,8274.94
2017,כאבול,13600.0,38.440000000000005,..,13.0,71.40,585,60.60,32.40,3.1,329.0,4708.0,6421.18,7.67,7387.45
2017,כאוכב אבו אל-היג'א,3500.0,35.08,..,19.3,91.70,234,73.30,..,3.5,103.0,1614.0,7114.07,4.61,7172.34
2017,כוכב יאיר,8900.0,34.23,..,59.5,86.80,0,84.20,74.30,5.7,490.0,4987.0,14589.46,3.38,14957.1
2017,כסיפה,20300.0,41.96,4,10.2,59.60,1637,50,29.10,2.1,126.0,4353.0,6067.11,8.74,9336.77
2017,כסרא-סמיע,8500.0,39.94,..,12.4,86.70,427,59.30,23.70,2.6,230.0,3493.0,7477.72,9.25,6502.13
2017,כעביה-טבאש-חג'אג'רה,5200.0,40.44,..,11.3,68.60,359,50,..,2.7,118.0,2318.0,6343.43,6.94,8067.45
2017,כפר ברא,3500.0,43.31,..,13.5,79.30,0,54,..,2.4,132.0,1465.0,6605.73,3.48,8256.16
2017,כפר ורדים,5500.0,32.2,..,54.6,87.20,372,85,65.10,4.5,263.0,2790.0,13700.6,1.56,10633.96
2017,כפר יאסיף,9900.0,34.510000000000005,..,19.2,60.60,545,52.40,34.60,3.0,525.0,4561.0,7071.98,6.39,8413.7
2017,כפר יונה,22500.0,28.92,..,33.3,73.30,736,60.50,41.70,2.6,998.0,10443.0,11095.18,6.13,11474.75
2017,כפר כמא,3300.0,31.83,..,19.2,55.60,0,53.70,..,5.1,112.0,1578.0,8428.66,8.28,8844.62
2017,כפר כנא,22000.0,39.93,5,9.4,59.80,1585,50,29,2.4,669.0,8376.0,5589.56,5.29,9145.89
2017,כפר מנדא,19300.0,42.11,3,9.6,77.70,1220,54.20,23.90,1.9,593.0,6865.0,5268.58,4.85,9239.94
2017,כפר סבא,100000.0,22.91,13,44.4,77.70,4315,72.10,57.20,3.0,3945.0,47907.0,12609.41,5.19,12667.41
2017,כפר קאסם,22700.0,40.900000000000006,4,10.7,74.60,1535,50.60,24.30,2.6,907.0,9230.0,6107.36,5.37,7961.69
2017,כפר קרע,18300.0,37.5,6,16.8,64.60,1181,54.20,30,2.5,718.0,8309.0,7238.77,4.6,9007.06
2017,כפר שמריהו,1900.0,25.810000000000002,..,44.9,..,0,..,..,3.2,92.0,733.0,16694.21,6.64,13396.11
2017,כפר תבור,4100.0,30.22,..,50.8,87,0,84.40,..,4.5,194.0,2132.0,12928.82,6.32,12663.54
2017,כרמיאל,45900.0,26.439999999999998,11,20.0,78.50,1938,63,41.10,3.3,1213.0,23491.0,8959.23,6.11,9422.32
2017,להבים,6400.0,33.98,..,69.1,89.90,0,89,82.90,7.1,166.0,3317.0,16896.89,4.9,21871.11
2017,לוד,74600.0,29.96,18,9.6,55.40,4236,40.80,28.30,1.9,1628.0,33763.0,7443.14,4.85,8639.28
2017,לקיה,12900.0,41.900000000000006,3,8.6,60.50,940,39.90,13.50,1.8,147.0,4176.0,5797.15,6.57,9066.13
2017,מבשרת ציון,24400.0,28.47,3,40.3,84.80,1097,75.30,56,4.5,855.0,11615.0,12165.58,4.49,13065.99
2017,מגאר,22300.0,38.14,4,11.9,75.10,1140,49.50,39.10,3.0,672.0,8994.0,6617.64,10.76,8551.15
2017,מג'ד אל-כרום,15100.0,39.519999999999996,7,8.6,67.30,1067,54.20,20.40,2.4,451.0,6505.0,5907.14,5.46,9460.75
2017,מגדל,1900.0,29.99,..,18.9,..,0,..,..,3.1,161.0,3064.0,6022.64,8.59,7568.57
2017,מגדל העמק,25400.0,29.310000000000002,8,11.6,58.60,1325,41.90,33.40,2.1,492.0,12527.0,7504.04,7.02,8821.13
2017,מג'דל שמס,10900.0,33.459999999999994,..,6.1,79,542,68.80,30.10,2.9,687.0,4236.0,5341.25,7.27,7361.85
2017,מודיעין עילית,70100.0,35.480000000000004,34,3.2,2,4898,1.10,10.30,0.4,988.0,14614.0,4914.89,6.35,5690.68
2017,מודיעין-מכבים-רעות*,91300.0,31.540000000000003,15,52.3,89.60,5230,86,64.20,3.8,3247.0,42069.0,14491.31,5.21,13375.47
2017,מזכרת בתיה,14200.0,29.810000000000002,..,50.9,90.60,653,86.20,61.50,4.1,334.0,3578.0,13320.39,4.06,11933.91
2017,מזרעה,3800.0,37.09,..,8.8,66.70,0,59.30,..,2.7,127.0,1889.0,6515.07,6.93,8405.96
2017,מטולה,1600.0,33.540000000000006,..,38.0,..,0,..,..,8.4,77.0,907.0,8977.07,5.91,11085.75
2017,מיתר,7700.0,31.98,..,60.7,92.20,432,88.80,65.40,5.3,253.0,4605.0,15582.4,4.28,14287.68
2017,מסעדה,3600.0,32.94,..,4.1,79.40,401,55.60,..,2.2,230.0,1422.0,5360.89,7.06,6706.76
2017,מעיליא,3200.0,29.5,..,27.1,94.10,359,94.10,..,4.0,130.0,1537.0,9191.36,2.34,10513.49
2017,מעלה אדומים,37800.0,33.44,8,22.2,79.20,2050,69.30,49.20,3.9,997.0,19348.0,9631.5,6.09,10827.87
2017,מעלה אפרים,1200.0,28.79,..,15.0,..,115,..,..,3.0,27.0,744.0,7351.77,7.49,8160.59
2017,מעלה עירון,14600.0,40.79,..,9.6,59.30,788,40,26.10,2.2,417.0,5549.0,5906.9,4.19,9054.1
2017,מעלות-תרשיחא,21300.0,28.9,4,16.2,68.50,969,57.60,45.30,2.8,597.0,10949.0,8276.19,6.57,9250.32
2017,מצפה רמון,5200.0,38.38,..,20.5,67.30,339,49,..,3.3,133.0,2432.0,7254.25,12.01,8132.53
2017,משהד,8100.0,39.83,3,9.4,62.30,670,49.30,25.70,2.6,257.0,3170.0,5726.92,4.44,9684.21
2017,נהרייה,56100.0,25.740000000000002,8,20.6,74.20,1948,56.80,50.90,2.8,1654.0,28479.0,9650.2,4.59,11419.07
2017,נחף,12600.0,40.86,3,11.1,64.90,822,48.30,29.20,2.7,372.0,4898.0,5994.91,6.12,6609.18
2017,נס ציונה,49100.0,26.099999999999998,7,47.4,85.20,1800,79.30,59,3.1,1787.0,22393.0,13501.67,4.01,13448.57
2017,נצרת,76600.0,36.11,23,13.0,59.90,6468,49.60,33.40,2.6,2607.0,31866.0,6609.83,4.97,9697.53
2017,נצרת עילית,40600.0,25.630000000000003,5,15.4,69.70,966,58.30,41.30,2.4,1070.0,21269.0,7516.91,4.1,9486.77
2017,נשר,23700.0,25.47,..,27.7,77.50,592,63.10,48.60,4.8,637.0,11681.0,10121.48,5.62,10634.59
2017,נתיבות,33800.0,34.57,14,12.2,59.20,1551,38,31.30,2.3,759.0,14832.0,6862.43,7.89,8854.18
2017,נתניה,214100.0,25.28,29,20.5,69.10,7846,54.90,40.60,2.3,7283.0,97576.0,8831.2,5.04,10013.43
2017,סאג'ור,4100.0,39.32,..,14.8,66.10,163,46.80,..,3.3,107.0,1967.0,7525.89,15.65,5635.67
2017,סביון*,3900.0,30.400000000000002,..,51.2,90.50,0,89.20,..,4.4,174.0,1890.0,17641.85,2.86,16706.59
2017,סח'נין,30500.0,36.65,5,14.0,61.20,1901,49.20,37.80,3.0,1036.0,12917.0,6482.92,5.07,8455.97
2017,ע'ג'ר,2600.0,38.66,..,8.9,75,136,55.60,..,2.8,68.0,1053.0,7236.32,3.08,7569.7
2017,עומר,7600.0,27.689999999999998,..,59.6,86.70,376,83.30,63.70,4.5,243.0,3925.0,16675.38,4.18,15950.84
2017,עיילבון,5600.0,33.43,..,19.8,70.80,292,60.40,..,3.1,215.0,2548.0,7859.1,8.23,8811.22
2017,עילוט,7900.0,40.66,..,2.1,55,376,26.40,14.40,1.3,218.0,2754.0,5575.9,2.64,11426.07
2017,עין מאהל,12800.0,40.1,3,7.7,36.20,904,30.10,22.30,1.7,281.0,5257.0,5443.67,5.85,7698.49
2017,עין קנייא,2000.0,33.89,..,4.0,..,0,..,..,3.0,104.0,901.0,5987.09,6.79,6934.82
2017,עכו,48300.0,28.94,12,11.5,72.50,2339,49.90,33,2.5,1245.0,23480.0,7378.44,7.56,9794.74
2017,עמנואל,3400.0,36.78,..,4.4,38.60,82,14.30,..,1.1,48.0,1264.0,5056.58,7.86,5257.73
2017,עספיא,12100.0,32.76,..,12.8,76.90,542,70.40,31.60,2.9,479.0,5377.0,8001.54,4.79,7461.86
2017,עפולה,49200.0,28.72,9,14.6,62.20,1898,46.60,36.30,3.0,1200.0,24910.0,7846.46,5.99,9675.04
2017,עראבה,25000.0,39.71000000000001,5,14.8,72.90,1454,53.60,37,2.7,791.0,9383.0,6318.47,3.33,9416.86
2017,ערד,25500.0,28.61,5,11.7,55.90,954,44.10,36.20,1.7,605.0,11504.0,7689.6,5.17,7756.2
2017,ערערה,24500.0,38.19,..,13.2,66.40,966,52,26.80,2.0,582.0,7967.0,6631.37,4.72,7726.96
2017,ערערה-בנגב,17000.0,44.34,4,6.9,40.30,1339,17.60,13.50,1.3,127.0,4049.0,5969.5,0.75,10910.47
2017,פוריידיס,12900.0,37.08,4,7.6,69.90,773,43.20,13.70,1.4,403.0,5474.0,6101.02,5.54,8603.86
2017,פסוטה,3100.0,31.05,..,23.1,78,0,78,..,3.9,202.0,1519.0,8074.68,8.45,10634.31
2017,פקיעין (בוקייעה),5800.0,34.16,..,18.3,86.70,236,81.90,..,3.6,292.0,2600.0,7517.81,6.19,7544.47
2017,פרדס חנה-כרכור,41100.0,25.87,7,38.1,75.20,1064,65,40.30,2.5,2158.0,18647.0,10701.87,5.95,10655.83
2017,פרדסייה,5800.0,31.69,..,45.0,92.60,0,86.30,62.30,5.4,318.0,3368.0,12642.1,5.48,12764.88
2017,פתח תקווה,240400.0,24.88,49,30.4,75.20,10573,65,47.30,2.6,7756.0,117983.0,10559.9,5.41,11829.41
2017,צפת,35300.0,34.89,14,13.5,49.80,2020,33,31.60,2.6,800.0,12259.0,6214.4,6.16,7489.45
2017,קדומים,4500.0,32.34,..,52.3,81.30,457,73.30,..,4.8,120.0,1842.0,9535.02,9.74,9608.64
2017,קדימה-צורן,22000.0,30.880000000000003,..,47.4,84.20,312,79.10,51,3.2,1149.0,10334.0,13134.74,4.38,12362.96
2017,קלנסווה,22400.0,39.73,4,10.3,65.80,1381,45.10,19.30,2.4,749.0,8673.0,6546.75,5.31,8316.36
2017,קצרין,7100.0,29.93,..,16.0,69.50,575,51.40,..,3.9,237.0,3603.0,7073.14,7.79,8247.83
2017,קריית אונו,39400.0,23.73,3,54.2,88.60,1775,85.20,63.10,3.4,1500.0,17677.0,14532.25,4.4,14648.89
2017,קריית ארבע,7300.0,36.32,..,24.4,66.70,428,55.80,56.10,5.1,122.0,3154.0,6481.88,9.1,9386.76
2017,קריית אתא,57500.0,26.259999999999998,8,18.5,76.60,1771,59,38.80,2.7,1531.0,28174.0,8943.46,5.68,10241.9
2017,קריית ביאליק,39600.0,23.020000000000003,..,23.5,72.10,1314,56.20,45.80,2.8,996.0,19568.0,9450.17,5.5,10356.55
2017,קריית גת,53500.0,30.12,12,11.4,61.10,2336,49.20,36.40,2.2,1324.0,26498.0,7307.36,8.13,10144.48
2017,קריית טבעון,17700.0,25.28,3,53.2,81.90,812,78.90,43.70,4.5,776.0,7452.0,12608.18,3.38,11758.63
2017,קריית ים,39700.0,22.14,3,11.9,67.60,925,47.10,36.60,2.1,870.0,19257.0,7865.33,5.44,8427.18
2017,קריית יערים,4800.0,39.86,..,13.2,8.80,278,8.80,..,2.5,160.0,1579.0,6106.94,4.79,10445.49
2017,קריית מוצקין,41400.0,22.770000000000003,4,26.5,79.10,1646,63.60,46,2.9,1089.0,21399.0,9959.58,5.66,11050.37
2017,קריית מלאכי,22300.0,32.400000000000006,7,9.0,65.20,902,56.20,30.20,2.3,602.0,11085.0,6649.35,8.14,8821.95
2017,קריית עקרון,10900.0,29.08,..,13.9,83.70,167,70.50,36.90,2.6,402.0,5474.0,8217.02,7.67,9645.45
2017,קריית שמונה,22800.0,31.66,6,13.2,70.60,878,52.40,43.70,4.6,584.0,11772.0,7708.55,7.27,9461.95
2017,קרני שומרון,7400.0,35.14,..,33.6,74.10,255,67.60,63.30,5.0,217.0,3769.0,9240.53,7.37,9207.59
2017,ראמה,7600.0,34.379999999999995,3,19.4,77.90,929,64.70,52.60,3.5,337.0,3553.0,7562.92,9.09,7810.85
2017,ראש העין,50500.0,29.54,6,30.6,76.10,1678,69.60,52.90,3.4,1916.0,28266.0,10807.27,8.14,11291.89
2017,ראש פינה,3100.0,29.240000000000002,..,35.9,75.80,0,59.70,..,4.7,2067.0,23759.0,10954.04,4.2,12244.37
2017,ראשון לציון,249900.0,26.22,30,24.3,82.60,9801,71.10,50.50,3.1,9308.0,127413.0,10492.39,4.49,12011.48
2017,רהט,66800.0,43.86,10,6.6,55.40,3503,37.10,16,1.6,779.0,19600.0,5389.09,8.47,10392.84
2017,רחובות,138400.0,24.77,26,36.2,74.40,5642,63.30,48.80,3.3,4089.0,64903.0,10809.66,5.9,11118.12
2017,ריינה,18700.0,39.019999999999996,3,7.5,51.40,1113,42.10,27.10,2.2,517.0,6488.0,6110.75,6.5,9324.26
2017,רכסים,11800.0,39.7,8,7.2,17.70,761,4.80,13.80,1.1,178.0,3444.0,5540.47,5.87,6179.1
2017,רמלה,75700.0,28.880000000000003,14,7.3,65.70,3343,44.50,27.50,1.7,2303.0,35175.0,7563.26,6.29,9525.76
2017,רמת גן,156300.0,22.91,15,39.1,84.30,6376,78.60,59.50,3.8,6546.0,73271.0,11359.92,4.36,12315.42
2017,רמת השרון,46000.0,23.61,5,53.3,78.60,2820,76.20,60.40,3.1,2262.0,20299.0,14451.11,3.65,14523.21
2017,רמת ישי,7700.0,28.64,..,48.8,81.80,0,71.70,..,4.4,245.0,3796.0,12830.76,3.85,11261.95
2017,רעננה,72800.0,27.240000000000002,13,42.3,84.40,3657,79.60,63.90,3.7,3363.0,33797.0,12897.72,4.66,13675.88
2017,שבלי - אום אל-גנם,5900.0,37.24,..,9.8,52.30,342,41.50,..,2.0,202.0,2484.0,6563.92,5.28,9818.53
2017,שגב-שלום,9900.0,44.05,3,6.2,57.10,1268,40.30,..,1.1,81.0,2835.0,5412.12,6.1,7788.1
2017,שדרות,25100.0,30.810000000000002,4,14.7,71.30,660,61.10,29.90,3.9,667.0,13349.0,7790.99,7.98,10473.5
2017,שוהם,20900.0,37.8,..,57.0,90.90,1277,86.60,71.50,5.4,834.0,11081.0,15179.94,3.13,15495.02
2017,שלומי,6200.0,28.8,..,13.5,69.80,113,53.50,..,2.2,207.0,3260.0,8925.18,9.1,12219.97
